,Kindom,Phylum,Class,Order,Family,Genus,Species
FDZ081.Wu0.2.dereplicated_genomes.bin.10,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081.Wu0.2.dereplicated_genomes.bin.103,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.104,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.105,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,LZORAL124-64-63,
FDZ081.Wu0.2.dereplicated_genomes.bin.107,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081.Wu0.2.dereplicated_genomes.bin.108,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.110,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,SMXJ01,
FDZ081.Wu0.2.dereplicated_genomes.bin.113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
FDZ081.Wu0.2.dereplicated_genomes.bin.123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
FDZ081.Wu0.2.dereplicated_genomes.bin.125,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP110,
FDZ081.Wu0.2.dereplicated_genomes.bin.126,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.128,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ081.Wu0.2.dereplicated_genomes.bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,
FDZ081.Wu0.2.dereplicated_genomes.bin.14,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,
FDZ081.Wu0.2.dereplicated_genomes.bin.16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JABDKJ01,,
FDZ081.Wu0.2.dereplicated_genomes.bin.17,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
FDZ081.Wu0.2.dereplicated_genomes.bin.2,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081.Wu0.2.dereplicated_genomes.bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ081.Wu0.2.dereplicated_genomes.bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,JACOMS01,
FDZ081.Wu0.2.dereplicated_genomes.bin.24,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081.Wu0.2.dereplicated_genomes.bin.26,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.28,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,SZUA-35,,
FDZ081.Wu0.2.dereplicated_genomes.bin.3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.31,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ081.Wu0.2.dereplicated_genomes.bin.35,Bacteria,Eisenbacteria,RBG-16-71-46,CAIMUX01,CAIMUX01,,
FDZ081.Wu0.2.dereplicated_genomes.bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.38,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081.Wu0.2.dereplicated_genomes.bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ081.Wu0.2.dereplicated_genomes.bin.40,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
FDZ081.Wu0.2.dereplicated_genomes.bin.42,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.49,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,
FDZ081.Wu0.2.dereplicated_genomes.bin.5,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,QQVD01,,
FDZ081.Wu0.2.dereplicated_genomes.bin.50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
FDZ081.Wu0.2.dereplicated_genomes.bin.54,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,SZUA-35,,
FDZ081.Wu0.2.dereplicated_genomes.bin.57,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
FDZ081.Wu0.2.dereplicated_genomes.bin.58,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychrobiaceae,Psychrobium,
FDZ081.Wu0.2.dereplicated_genomes.bin.62,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ081.Wu0.2.dereplicated_genomes.bin.63,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.64,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.65,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
FDZ081.Wu0.2.dereplicated_genomes.bin.67,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ081.Wu0.2.dereplicated_genomes.bin.76,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.77,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.79,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ081.Wu0.2.dereplicated_genomes.bin.80,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081.Wu0.2.dereplicated_genomes.bin.81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,,
FDZ081.Wu0.2.dereplicated_genomes.bin.83,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,
FDZ081.Wu0.2.dereplicated_genomes.bin.93,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081.Wu10.12.dereplicated_genomes.bin.117,Bacteria,Patescibacteria,ABY1,UBA2196,GWA2-42-15,,
FDZ081.Wu10.12.dereplicated_genomes.bin.119,Bacteria,Nitrospinota,,,,,
FDZ081.Wu10.12.dereplicated_genomes.bin.139,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ081.Wu26.28.dereplicated_genomes.bin.101,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ081.Wu26.28.dereplicated_genomes.bin.115,Bacteria,4484-113,4484-113,4484-113,,,
FDZ081.Wu26.28.dereplicated_genomes.bin.136,Bacteria,Dependentiae,Babeliae,Babeliales,,,
FDZ081.Wu26.28.dereplicated_genomes.bin.28,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,,,
FDZ081.Wu26.28.dereplicated_genomes.bin.39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,,
FDZ081.Wu26.28.dereplicated_genomes.bin.42,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081.Wu26.28.dereplicated_genomes.bin.46,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,UBA2170,
FDZ081.Wu26.28.dereplicated_genomes.bin.48,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ081.Wu26.28.dereplicated_genomes.bin.64,Bacteria,Patescibacteria,Paceibacteria,2-02-FULL-40-12,IGHO2-12-FULL-4,,
FDZ081.Wu26.28.dereplicated_genomes.bin.70,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,,
FDZ081.Wu26.28.dereplicated_genomes.bin.72,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081.Wu26.28.dereplicated_genomes.bin.76,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ081.Wu6.8.dereplicated_genomes.bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ081.Wu6.8.dereplicated_genomes.bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,
FDZ081.Wu6.8.dereplicated_genomes.bin.42,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ081.Wu6.8.dereplicated_genomes.bin.43,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ081.Wu6.8.dereplicated_genomes.bin.44,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,,,
FDZ081.Wu6.8.dereplicated_genomes.bin.50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
FDZ081.Wu6.8.dereplicated_genomes.bin.54,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ081.Wu6.8.dereplicated_genomes.bin.58,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
FDZ081.Wu6.8.dereplicated_genomes.bin.6,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ081.Wu6.8.dereplicated_genomes.bin.62,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ081.Wu6.8.dereplicated_genomes.bin.63,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081.Wu6.8.dereplicated_genomes.bin.67,Bacteria,SAR324,SAR324,SAR324,,,
FDZ081.Wu6.8.dereplicated_genomes.bin.9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,SMXJ01,
FDZ081.YBaR0.2.dereplicated_genomes.bin.11,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.146,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.177,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.28,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ081.YBaR2.4.dereplicated_genomes.bin.7,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081.YBaR28.30.dereplicated_genomes.bin.23,Bacteria,Planctomycetota,,,,,
FDZ081.YBaR28.30.dereplicated_genomes.bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,SMWN01,
FDZ081.YBaR32.34.dereplicated_genomes.bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,
FDZ081.YBaR32.34.dereplicated_genomes.bin.2,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Janibacter,
FDZ081.YBaR4.6.dereplicated_genomes.bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA2168,
FDZ081.YBaR4.6.dereplicated_genomes.bin.3,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,,
FDZ081.YBaR4.6.dereplicated_genomes.bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ081.YBaR6.8.dereplicated_genomes.bin.37,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ081.YBaR6.8.dereplicated_genomes.bin.7,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ081.YWG0.2.dereplicated_genomes.bin.52,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
FDZ081.YWG26.28.dereplicated_genomes.bin.146,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081.YWG26.28.dereplicated_genomes.bin.164,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,
FDZ081.YWG26.28.dereplicated_genomes.bin.177,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ081.YWG26.28.dereplicated_genomes.bin.6,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ081.YWG6.8.dereplicated_genomes.bin.2,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ081.YWG6.8.dereplicated_genomes.bin.23,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081.YWG6.8.dereplicated_genomes.bin.28,Bacteria,SAR324,SAR324,SAR324,,,
FDZ081.YWG6.8.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,HK1,HK1,JAABYT01,
FDZ081.YWG6.8.dereplicated_genomes.bin.31,Bacteria,Planctomycetota,,,,,
FDZ081.YWG6.8.dereplicated_genomes.bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ081.YWG6.8.dereplicated_genomes.bin.37,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,,,
FDZ081.YWG6.8.dereplicated_genomes.bin.40,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,SHLN01,,
FDZ081.YWG6.8.dereplicated_genomes.bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
FDZ081.YWG6.8.dereplicated_genomes.bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ081.YWG6.8.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6522,UBA6522,,
user_genome,pplacer_taxonomy,,,,,,
FDZ033.YBk0.2.dereplicated_genomes.bin.59,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,,,
FDZ033.YG2.4.dereplicated_genomes.bin.76,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,SCSR01,JABABT01,
FDZ033.YG2.4.dereplicated_genomes.bin.77,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,Kariarchaeaceae,,
FDZ0385.6.dereplicated_genomes.bin.52,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10107,UBA10107,
FDZ043.RG16.18.dereplicated_genomes.bin.51,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA525,UBA525,
FDZ044.RBk10.12.dereplicated_genomes.bin.91,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,ARS49,,
FDZ044.RBk4.6.dereplicated_genomes.bin.70,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGWAF01,,
FDZ046.Be16.18.dereplicated_genomes.bin.8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,
FDZ050.RBk16.18.dereplicated_genomes.bin.119,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ050.RBk28.30.dereplicated_genomes.bin.82,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeaceae,,
FDZ051.Be12.14.dereplicated_genomes.bin.43,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGVZT01,,
FDZ051.Be12.14.dereplicated_genomes.bin.50,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKL01,,
FDZ052.G6.8.dereplicated_genomes.bin.112,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,GCA-2686295,
FDZ052.G6.8.dereplicated_genomes.bin.21,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA525,,
FDZ053.RBk10.12.dereplicated_genomes.bin.21,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ053.RBk10.12.dereplicated_genomes.bin.55,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ053.RBk12.14.dereplicated_genomes.bin.8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ053.RBk16.18.dereplicated_genomes.bin.80,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA12501,,
FDZ054.Be14.16.dereplicated_genomes.bin.3,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,,
FDZ054.Be20.22.dereplicated_genomes.bin.24,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JACPJP01,
FDZ054.Be22.24.dereplicated_genomes.bin.46,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ054.Be30.32.dereplicated_genomes.bin.6,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,
FDZ054.Be32.34.dereplicated_genomes.bin.18,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ARS1285,
FDZ054.RG28.30.dereplicated_genomes.bin.15,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ054.RG4.6.dereplicated_genomes.bin.61,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.114,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ058.Be18.20.dereplicated_genomes.bin.72,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,
FDZ060.GBeBe14.16.dereplicated_genomes.bin.55,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,,,
FDZ060.GBeBe18.20.dereplicated_genomes.bin.19,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ060.GBeBe18.20.dereplicated_genomes.bin.53,Archaea,Micrarchaeota,Micrarchaeia,,,,
FDZ060.HbY14.16.dereplicated_genomes.bin.10,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,
FDZ060.HbY14.16.dereplicated_genomes.bin.95,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ060.HbY24.26.dereplicated_genomes.bin.17,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGWAF01,,
FDZ060.HbY28.30.dereplicated_genomes.bin.3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,,
FDZ061.WW10.12.dereplicated_genomes.bin.82,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,GCA-2686295,
FDZ061.WW22.24.dereplicated_genomes.bin.24,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,
FDZ061.WW24.26.dereplicated_genomes.bin.10,Archaea,Nanoarchaeota,Nanoarchaeia,B33-G15,,,
FDZ061.WW24.26.dereplicated_genomes.bin.82,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,Kariarchaeaceae,,
FDZ061.WW24.26.dereplicated_genomes.bin.96,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,GCA-2688035,JAFCCL01,
FDZ061.WW26.28.dereplicated_genomes.bin.98,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ061.WW28.30.dereplicated_genomes.bin.44,Archaea,Micrarchaeota,Micrarchaeia,,,,
FDZ061.WW30.32.dereplicated_genomes.bin.14,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ061.WW32.34.dereplicated_genomes.bin.42,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,Kariarchaeaceae,,
FDZ061.WW6.8.dereplicated_genomes.bin.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ061.WW8.10.dereplicated_genomes.bin.19,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ061.WW8.10.dereplicated_genomes.bin.32,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,GW2011-AR5,GW2011-AR5,,
FDZ061.WW8.10.dereplicated_genomes.bin.46,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ062.GYBe10.12.dereplicated_genomes.bin.21,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JACPIM01,,
FDZ062.GYBe8.10.dereplicated_genomes.bin.28,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,ARS49,,
FDZ062.GYBk4.6.dereplicated_genomes.bin.82,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ062.RRR10.12.dereplicated_genomes.bin.5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJIZ01,,
FDZ062.RRR14.16.dereplicated_genomes.bin.17,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,
FDZ062.RRR18.20.dereplicated_genomes.bin.6,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JACPIM01,,
FDZ062.RRR4.6.dereplicated_genomes.bin.20,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,,
FDZ062.WuWW30.32.dereplicated_genomes.bin.2,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,,
FDZ062.WuWW6.8.dereplicated_genomes.bin.30,Archaea,Thermoplasmatota,Thermoplasmata,,,,
FDZ062.WuYW0.2.dereplicated_genomes.bin.82,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGWAF01,,
FDZ064.BaGW12.14.dereplicated_genomes.bin.21,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,,,
FDZ064.GR12.14.dereplicated_genomes.bin.13,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ064.RWG4.6.dereplicated_genomes.bin.19,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,,
FDZ064.RWG6.8.dereplicated_genomes.bin.10,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,,
FDZ064.YGR8.10.dereplicated_genomes.bin.142,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.56,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKL01,,
FDZ066.ww2.4.dereplicated_genomes.bin.69,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,GCA-2688775,
FDZ069.GBeBe28.30.dereplicated_genomes.bin.33,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JACPJP01,
FDZ069.GBeBe28.30.dereplicated_genomes.bin.46,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,,
FDZ069.GRR20.22.dereplicated_genomes.bin.48,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,
FDZ069.R36.8.dereplicated_genomes.bin.6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ069.R38.10.dereplicated_genomes.bin.23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,UBA492,
FDZ069.RGY24.26.dereplicated_genomes.bin.14,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,
FDZ069.WuWW16.18.dereplicated_genomes.bin.46,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JACPJP01,
FDZ069.WuWuWu8.10.dereplicated_genomes.bin.63,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.54,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ070.GBeBe22.24.dereplicated_genomes.bin.21,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,,
FDZ070.GBkY10.12.dereplicated_genomes.bin.130,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeaceae,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.22,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ070.GBkY16.18.dereplicated_genomes.bin.38,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JACPIM01,,
FDZ070.GBkY16.18.dereplicated_genomes.bin.52,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JACPJP01,
FDZ070.GBkY2.4.dereplicated_genomes.bin.94,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ070.GBkY20.22.dereplicated_genomes.bin.64,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JABMPP01,,
FDZ070.GBkY24.26.dereplicated_genomes.bin.17,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ070.GBkY24.26.dereplicated_genomes.bin.53,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,,
FDZ070.GBkY24.26.dereplicated_genomes.bin.82,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,,
FDZ070.GBkY26.28.dereplicated_genomes.bin.115,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
FDZ070.GBkY4.6.dereplicated_genomes.bin.51,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,Kariarchaeaceae,,
